Drug_A,Drug_B,Cell_Line,Replicates,Has_Replicates,ZIP_Synergy_Score,HSA_Synergy_Score,Bliss_Synergy_Score,Loewe_Synergy_Score
ADAM17,MAP2K_1,HCC38,Rep1,False,1.0375415075821572,0.7678584551630264,1.265602836032683,-0.913223571539532
ADAM17,MAP2K_1,Hs-578-T,Rep1,False,-7.5158809659117685,-5.0674222497307495,-6.7278941123940585,-3.9520140795640746
ADAM17,MAP2K_1,MDA-MB-436,Rep1,False,-0.5063162575464869,-0.302138861778423,-0.5344829484794043,-0.36957410423283404
ADAM17,MAP2K_1,MDA-MB-453,Rep1,False,-7.593242424547706,-8.556697041863048,-8.123402135755931,-8.623698307773319
ADAM17,MTOR_1,BT-20,Rep1,False,2.1704134615520805,4.647015320818435,2.0921493397850677,3.003331755173316
ADAM17,MTOR_1,CAL-120,Rep1,False,3.9850512330166152,7.147630960599382,7.481538767261737,2.373357106704082
ADAM17,MTOR_1,CAMA-1,Rep1,False,-3.5669533864747405,-2.2782135806794535,-4.83009210530558,-2.270984910513712
ADAM17,MTOR_1,DU-4475,Rep1,False,6.280530032627702,10.840741177171585,4.520869888002096,7.392712669496689
ADAM17,MTOR_1,HCC1143,Rep1,False,7.13500573549461,11.282149427072916,10.92249853939146,0.5199136087902038
ADAM17,MTOR_1,HCC1187,Rep1,False,0.24406788550747976,-0.973757411156944,-0.35264565056711855,0.09768491813335548
ADAM17,MTOR_1,HCC1395,Rep1,False,-5.451227291007563,0.8634664174845997,-6.182455012786368,0.2177279244614098
ADAM17,MTOR_1,HCC1428,Rep1,False,-0.01820534800180905,1.8317574979196247,1.5953421420250886,1.4655443557313752
ADAM17,MTOR_1,HCC1806,Rep1,False,10.452665931255279,11.276969826686438,10.846080690178972,10.999801503130358
ADAM17,MTOR_1,HCC38,Rep1,False,-14.258538233029787,1.9322534843162253,-13.739053277217286,1.411771594179044
ADAM17,MTOR_1,M14,Rep1,False,2.896364942355587,6.349454249633165,2.641952268822592,5.143110853315638
ADAM17,MTOR_1,MDA-MB-231,Rep1,False,2.3461873419971084,2.8116916563352756,2.2722159821999717,2.8716550997493844
ADAM17,MTOR_1,MDA-MB-436,Rep1,False,-0.6290551480085297,1.770342123923405,1.071554952107949,1.2952242041463011
ADAM17,MTOR_1,MDA-MB-453,Rep1,False,1.0450528889750328,0.8217174825526223,2.3624247301197148,-2.667934558354778
ADAM17,PIK3C,A549,Rep1,False,-0.8812304638172914,-0.5226360246938655,-1.3585931617542686,-1.014077236754625
ADAM17,PIK3C,CAL-120,Rep1,False,-3.917743336803553,3.488583707623337,-0.7938810103269336,-0.595488144399302
ADAM17,PIK3C,CAL-148,Rep1,False,3.7794881312805004,4.390771386334443,4.755340970791346,2.734590647022714
ADAM17,PIK3C,Calu-3,Rep1,False,3.8830391862482694,2.897140117433399,3.4753436833756077,2.0712582287015135
ADAM17,PIK3C,CAMA-1,Rep1,False,-3.083454779788602,-1.6461464604324274,-3.9112674603427253,-3.3683168112037407
ADAM17,PIK3C,DMS-114,Rep1,False,-2.253582935875046,1.4742358278214744,-2.529948181068548,1.4788191903040353
ADAM17,PIK3C,HCC1143,Rep1,False,9.955625157006821,10.319417476034829,11.456386753183763,-0.20893964987464947
ADAM17,PIK3C,HCC1806,Rep1,False,17.648350594974062,17.74887533710358,18.490101485190728,13.127439815380676
ADAM17,PIK3C,HCC70,Rep1,False,1.9933215621433786,7.5288064326124475,2.945348752928228,6.226424778955518
ADAM17,PIK3C,Hs-578-T,Rep1,False,-0.8870666165063958,-1.447870091159357,-0.9232203101933585,0.3369848488513945
ADAM17,PIK3C,M14,Rep1,False,6.601210933492257,8.782767630081764,7.158050635792143,11.079898465001364
ADAM17,PIK3C,MDA-MB-157,Rep1,False,5.739820605471302,8.205304221217842,6.555094779730867,8.015989030764043
ADAM17,PIK3C,MDA-MB-231,Rep1,False,-1.208780462191079,1.79614701664654,-1.0941906865746247,1.6671777008253938
ADAM17,PIK3C,MDA-MB-453,Rep1,False,1.9123984032457335,3.3126298961126674,4.051051262168086,3.2776802090328503
ADAM17,PIK3C,MDA-MB-468,Rep1,False,4.269323160227762,7.476515695502741,5.229654933172147,8.689493658419543
ADAM17,PIK3C,MFM-223,Rep1,False,0.5754320632770836,0.7608671806042842,-0.23953607900241214,0.10945901966550886
ADAM17,PIK3C,NCI-H1299,Rep1,False,-0.9301610452574,2.4538931067855656,-0.8181844013624763,2.550768312998149
ADAM17,PIK3C,NCI-H1793,Rep1,False,2.0230825445788945,11.67714035492965,2.7777879394362675,11.21748295628312
ADAM17,PIK3C,NCI-H1975,Rep1,False,-1.0277795944045292,0.17196140001508917,-1.1216257722389826,-1.2255583176026252
ADAM17,PIK3C,NCI-H2085,Rep1,False,0.09994652504884115,9.678348468624291,0.09170517876920314,8.270493786971816
ADAM17,PIK3C,NCI-H2170,Rep1,False,1.322909174046237,1.9697798334133243,2.473881431938367,1.5173908795679303
ADAM17,PIK3C,NCI-H23,Rep1,False,-8.675402893913919,-0.8282814038690023,-9.474322144923768,-1.3776213485101363
ADAM17,PIK3C,NCI-H520,Rep1,False,-0.8761631687110027,-0.4372754382324065,-2.2509343459264763,0.43120603428535503
ADAM17,PIK3C,NCI-H838,Rep1,False,1.2057937922669488,4.368014091233944,1.1944072136331056,4.660999471183817
ADAM17,PIK3C,SW900,Rep1,False,0.7861867457705792,4.280986517781451,0.25942538280666616,1.3595824026953944
ADAM17,PIK3CB_PIK3CD,CAL-148,Rep1,False,-3.277321162597398,-3.6147642274746077,-2.855125187143198,-3.776610364592213
ADAM17,PIK3CB_PIK3CD,HCC1143,Rep1,False,-0.3060162087893812,7.157851228445565,0.08470197304766096,5.675159811874118
ADAM17,PIK3CB_PIK3CD,HCC1187,Rep1,False,-6.492244505723959,-0.9466617616936229,-6.459218129066577,-0.37700817817253834
ADAM17,PIK3CB_PIK3CD,HCC1395,Rep1,False,-0.1946310612512439,2.258813546728737,-0.4853122365672055,2.3152794898192166
ADAM17,PIK3CB_PIK3CD,HCC1428,Rep1,False,1.2475859741427848,1.1829072460948966,1.6072009002198127,0.4326576545302767
ADAM17,PIK3CB_PIK3CD,HCC1806,Rep1,False,0.9814304301456778,2.3193804613650992,-0.13900431992323317,2.1017853881011965
ADAM17,PIK3CB_PIK3CD,HCC38,Rep1,False,1.334686913075011,2.0488995953115516,1.603088163901903,2.0250558723622336
ADAM17,PIK3CB_PIK3CD,Hs-578-T,Rep1,False,-5.451664040744794,-1.9722106783562363,-8.095967550113818,1.3182944977584192
ADAM17,PIK3CB_PIK3CD,M14,Rep1,False,-0.956422437011113,8.02957144078392,-1.5733655909737416,8.47393102355206
ADAM17,PIK3CB_PIK3CD,MDA-MB-157,Rep1,False,-5.035365766021877,1.7834502056537256,-5.130320132424077,1.6549098437798195
ADAM17,PIK3CB_PIK3CD,MDA-MB-468,Rep1,False,4.042991332298928,4.358537257801123,3.353896170192218,4.340269300182332
ADAM17,PIK3CB_PIK3CD,MFM-223,Rep1,False,-8.89568884717269,-3.4162581446017404,-9.36115530272939,-3.1896668732614692
AKT,AKT_1,BT-20,Rep1,False,3.0861048848763053,4.496054073060726,3.2323516905404044,4.054143962260019
AKT,AKT_1,CAL-51,Rep1,False,-5.703623016921985,-1.6625636940760489,-6.463695860813966,-3.418827961350164
AKT,AKT_1,CAMA-1,"Rep1, Rep2",True,-0.6798873059993867,4.230878755962718,-0.4649401148503338,1.0197443898454965
AKT,AKT_1,HCC1187,Rep1,False,-2.59262957132811,4.341361623440039,-3.6647802848783275,2.2177598481386593
AKT,AKT_1,HCC1428,Rep1,False,-5.406702676184911,0.7674079442248605,-4.970102542940856,3.379133862154583
AKT,AKT_1,HCC1806,Rep1,False,0.442343608966516,4.947771797998179,1.2052858118420473,0.6280311097623011
AKT,AKT_1,HCC1937,Rep1,False,-3.364263427885795,1.4989348322456602,-3.6432429478773494,0.5512514882332319
AKT,AKT_1,HCC70,Rep1,False,-2.790120102908271,-1.659895115542263,-5.228553542369704,-3.4322094072708715
AKT,AKT_1,Hs-578-T,Rep1,False,1.4021546673061573,4.3354289969979805,3.1287858268542865,2.886789291605264
AKT,AKT_1,M14,Rep1,False,-1.642028773328644,1.8288139651393451,0.4757334697287535,-0.11029657894474049
AKT,AKT_1,MDA-MB-157,Rep1,False,-0.23230788839048577,3.621080550615168,-0.09552324765728787,2.4043509819878466
AKT,AKT_1,MDA-MB-175-VII,Rep1,False,-8.159328282865593,-9.899930006838002,-13.405547514844246,-13.347913010758436
AKT,AKT_1,MDA-MB-231,Rep1,False,-0.8949863337017091,1.0168032789608543,-0.7888071257758399,-0.1934567352946534
AKT,AKT_1,MDA-MB-436,Rep1,False,-4.400016078602093,-2.762163443110594,-6.002843234842904,-3.0530110424305703
AKT,AKT_1,MDA-MB-453,Rep1,False,0.5604285363838466,6.97627209538331,0.5526083590596873,3.646729927240047
AKT,AKT_1,MFM-223,Rep1,False,-1.0531450805380862,5.524377896406408,-0.9663775035355013,2.036443753606014
AKT,AKT_1,UACC-812,Rep1,False,5.175046464287254,5.9106483164363315,6.26162992746465,7.5476510121603635
AKT,ALK_IGFR,BT-20,Rep1,False,9.275856361065948,11.225294619556413,9.865563365862311,10.283197049361782
AKT,ALK_IGFR,CAL-120,Rep1,False,2.6382717756273335,5.995957139651487,6.277174881942583,3.85914421285817
AKT,ALK_IGFR,CAL-148,Rep1,False,4.353400784447807,5.9635533409776835,4.8547091820006845,5.967105783882697
AKT,ALK_IGFR,CAMA-1,Rep1,False,6.385576975508308,6.949493254391604,6.277615877917593,6.596855815309544
AKT,ALK_IGFR,DU-4475,Rep1,False,-12.964250005243958,-10.137899942149135,-16.049921997309728,-11.135549471194636
AKT,ALK_IGFR,HCC1395,Rep1,False,6.855482278926772,11.048411259498943,7.528062961003202,7.372818797544224
AKT,ALK_IGFR,Hs-578-T,Rep1,False,10.336611879522405,11.821024280343632,11.519562186837407,9.053884064748202
AKT,ALK_IGFR,M14,Rep1,False,3.9707735611038135,5.595106885412913,2.9661306313551714,1.9441442706763503
AKT,ALK_IGFR,MDA-MB-157,Rep1,False,10.38101861228755,14.452658390961082,11.023464549334847,12.87201665905539
AKT,ALK_IGFR,MDA-MB-231,Rep1,False,3.920882295360839,7.17093045790301,7.0678805907162,4.81440574511249
AKT,ALK_IGFR,MDA-MB-436,Rep1,False,-0.15135486835520068,2.43198275515872,0.7835093465333953,0.057608372963255994
AKT,ALK_IGFR,MDA-MB-468,Rep1,False,9.72920706182087,13.363048229144463,13.643364674870625,7.937438332769315
AKT,ATR_4,BFTC-905,Rep1,False,-2.6649673105198857,0.0712035761361009,-4.4563044462740935,-2.8620738579210925
AKT,ATR_4,BT-549,Rep1,False,-8.083282332008556,-6.011702170140188,-7.764228904182212,-8.199500446061192
AKT,ATR_4,CAL-148,Rep1,False,4.00283218398289,7.817375983518355,5.915752165116391,5.810837175161941
AKT,ATR_4,DU-4475,Rep1,False,-1.2559595444507645,0.17854869163786502,-2.687607980204557,-2.5317881308197205
AKT,ATR_4,HCC1806,Rep1,False,3.657823542929039,5.621448762821999,4.294504610943969,-1.3630919397520722
AKT,ATR_4,HCC38,Rep1,False,-3.8803702113651037,-0.21379027476442375,-1.387258515298535,-1.5798686763066183
AKT,ATR_4,HCC70,Rep1,False,2.123121205757524,4.663831642917168,4.542409815287611,1.5848462219534436
AKT,ATR_4,Hs-578-T,Rep1,False,-4.278360889503169,4.849152998408948,3.1552622553438385,0.8988904268635044
AKT,ATR_4,HT-1197,Rep1,False,-5.095646398693355,-0.5582094308931993,-7.65562432786727,-2.2653106565620877
AKT,ATR_4,HT-1376,Rep1,False,-1.6746855567862087,4.707520554812391,-1.2230162651347274,1.5779347631977783
AKT,ATR_4,J82,Rep1,False,-1.0703870028898235,3.557066743395734,-1.4136192784803887,1.0036399105061578
AKT,ATR_4,KU-19-19,Rep1,False,-21.687577850182688,-13.77554306991227,-23.011047126646716,-17.026618219359463
AKT,ATR_4,M14,Rep1,False,-2.0509980780074533,-1.4927610949437697,-5.446621428690573,-5.765214776628222
AKT,ATR_4,MDA-MB-157,Rep1,False,6.207246151693126,10.159964486183577,7.632878700807862,6.444865607013633
AKT,ATR_4,MDA-MB-453,Rep1,False,2.918413560652162,7.024384829355851,3.9162571624738765,3.4994397358129152
AKT,ATR_4,MFM-223,Rep1,False,0.40718077314859535,2.0257072825759748,0.18249524729948413,1.2451843486632233
AKT,ATR_4,SW780,Rep1,False,-2.7971044510224257,-2.3713281309305696,-4.380854060126167,-2.1251428533050873
AKT,ATR_4,T-24,Rep1,False,-7.606337672090357,-1.5944536031616696,-7.241604729380971,-3.955068968109588
AKT,ATR_4,TCCSUP,Rep1,False,-5.651644319130634,-0.48341450769049477,-5.706390880113936,-2.1552573374915345
AKT,BCL2L1,BT-20,Rep1,False,16.443155632202167,20.727592859028587,16.94372864831129,19.33417203250825
AKT,BCL2L1,BT-474,Rep1,False,17.89327710873035,23.498958494048715,18.029650165738488,18.342426934947213
AKT,BCL2L1,EVSA-T,Rep1,False,6.983521120728129,-0.982757313607841,-0.9856893877202032,15.151060847194922
AKT,BCL2L1,HCC1187,Rep1,False,1.6856843012019371,8.056837012555338,1.7817928074018443,5.939652469329848
AKT,BCL2L1,HCC1569,Rep1,False,-0.2603138318643727,15.145824882112397,-0.25702752871222745,13.38984287095849
AKT,BCL2L1,HCC70,Rep1,False,-6.749390812781028,0.047388442028481845,-8.029014507576933,-0.18747229937304355
AKT,BCL2L1,MDA-MB-415,Rep1,False,1.1320759570030532,3.508110999935174,1.1310763519454696,3.3525700525541593
AKT,BCL2L1,MDA-MB-436,Rep1,False,-6.482975977239978,-2.23249535935047,-6.8182915257213175,-2.2339395930414283
AKT,BCL2L1,MDA-MB-468,Rep1,False,0.3173003598617703,4.026315906501131,1.5202350297372733,2.325872244302015
AKT,BCL2L1,T47D,Rep1,False,3.143716162048252,6.360227243953514,2.9938649971309523,6.424282506993458
AKT,Chloroquine,BT-20,Rep1,False,3.4917272632824568,5.660006391011055,3.067203192134834,5.053353436281283
AKT,Chloroquine,CAMA-1,"Rep1, Rep2",True,-0.5211136004583412,1.2974914507511004,-0.002811052641655518,1.200060486718891
AKT,Chloroquine,EVSA-T,Rep1,False,8.19641435904162,0.29939379993707804,0.24006885855195093,17.04020866767591
AKT,Chloroquine,HCC1395,Rep1,False,-22.843270699685533,-5.784839930874518,-22.732721063701874,-4.3802811194581
AKT,Chloroquine,HCC1419,"Rep1, Rep2",True,-3.3744716178163716,0.06821811834906358,-3.9339178365174643,-0.48948570161181004
AKT,Chloroquine,HCC1500,Rep1,False,0.3058063405831544,4.089395849623259,2.038044343211621,1.2725130146533985
AKT,Chloroquine,HCC70,Rep1,False,7.3519695584488245,12.79507716907192,8.161266626714292,9.14846006323866
AKT,Chloroquine,MCF7,"Rep1, Rep2",True,-2.0341752634765373,2.2498526603805287,-1.8245012892742523,1.7868958189246074
AKT,Chloroquine,MDA-MB-175-VII,Rep1,False,-16.778520350744284,1.831456650989643,-15.283004863436021,-7.083997916550501
AKT,Chloroquine,MDA-MB-436,Rep1,False,-0.004853398104214364,0.7310158528209694,-0.5984229092636961,0.6759616612636027
AKT,Chloroquine,MDA-MB-453,Rep1,False,1.487134749650771,7.0854499820886545,1.136245609396112,8.104571885340548
AKT,Chloroquine,MDA-MB-468,Rep1,False,-5.742513463554466,-8.17754946092741,-7.880396135229668,-7.201503559735254
AKT,Chloroquine,UACC-812,Rep1,False,-11.863136118898192,-10.603636246964406,-14.4817608424536,-5.3695321776932055
AKT,Cisplatin,647-V,Rep1,False,2.195016071271133,5.912088471776767,1.5266892334343178,1.0068406028622396
AKT,Cisplatin,BFTC-905,Rep1,False,-1.2431918620994813,3.552807883556752,-2.703805645132951,1.8635574900272331
AKT,Cisplatin,J82,Rep1,False,-4.1370398181312815,3.1577483349836055,-4.572769774766429,0.6765403234977095
AKT,Cisplatin,KU-19-19,Rep1,False,8.197442130442258,6.92945560494868,8.990377098006077,3.039267610310688
AKT,Cisplatin,TCCSUP,Rep1,False,4.8685794081540035,9.585127512416735,5.735363369854556,7.56632474032649
AKT,Cisplatin,UM-UC-3,Rep1,False,5.82091798566123,6.6708782999889715,5.563925098344078,5.843170143592742
AKT,CSNK2A1_2,BT-20,Rep1,False,1.9803925495617738,6.545278462680728,1.7651527009965968,2.726461048330554
AKT,CSNK2A1_2,BT-474,Rep1,False,5.306950941769187,10.7962820036417,7.501123890945152,7.182689920262588
AKT,CSNK2A1_2,Calu-3,Rep1,False,-3.8087299370253405,-2.194197465282552,-4.358347141111695,-5.2315501814032315
AKT,CSNK2A1_2,Calu-6,Rep1,False,9.764583230509952,16.854425472245488,9.480980203064169,15.977209413425557
AKT,CSNK2A1_2,CAMA-1,Rep1,False,-0.4512758091820106,2.739822244347806,-0.4899146877851652,2.7727184924929205
AKT,CSNK2A1_2,DMS-114,Rep1,False,0.5667494210504443,3.5874873496133763,0.07870317290744878,-0.1275818007243342
AKT,CSNK2A1_2,HCC1187,Rep1,False,3.193854715798398,6.7670526785602805,3.147576561800583,1.9052183385830848
AKT,CSNK2A1_2,HCC70,Rep1,False,0.13116335953698666,-1.559876430693856,-7.5836406367094344,38.91305136141928
AKT,CSNK2A1_2,MCF7,Rep1,False,6.278246985942749,10.133301971500332,4.278438905095534,8.071390473568854
AKT,CSNK2A1_2,MDA-MB-361,Rep1,False,0.6349441441764854,2.307265248617192,0.5483956494985258,2.4329390455013535
AKT,CSNK2A1_2,MDA-MB-415,Rep1,False,-3.5562780082511627,3.788048093647579,-3.684087791069028,3.1453950240281516
AKT,CSNK2A1_2,MDA-MB-453,Rep1,False,5.915754731032247,10.125267210709884,4.489849960030021,6.911904440621988
AKT,CSNK2A1_2,MDA-MB-468,Rep1,False,10.210481314177269,14.578764986842437,12.979408516754905,8.12154460980818
AKT,CSNK2A1_2,NCI-H1437,Rep1,False,15.818910166795227,18.802871609749015,15.121400616957315,15.354044006790275
AKT,CSNK2A1_2,NCI-H1703,Rep1,False,0.4427563986100506,5.996344530000795,0.5104748095254149,4.4708871712032074
AKT,CSNK2A1_2,NCI-H1793,Rep1,False,19.02485109691849,21.33861966104452,18.526702203249318,18.25888495291725
AKT,CSNK2A1_2,NCI-H2085,Rep1,False,0.8204092084496775,8.260512161252624,1.2824743314809655,5.850449141554831
AKT,CSNK2A1_2,NCI-H2228,Rep1,False,2.9456093628065756,12.078749764998793,1.6494495273239778,8.549329362126725
AKT,CSNK2A1_2,NCI-H226,Rep1,False,10.360495597594774,15.043638053735002,10.353481639047528,12.432253865203238
AKT,CSNK2A1_2,NCI-H23,Rep1,False,-3.0555524600195643,7.174247443423864,-3.072054403493753,4.781823830454522
AKT,CSNK2A1_2,NCI-H520,Rep1,False,-2.3064587185632974,5.661601155262051,-2.789885166906993,3.2429141167603928
AKT,CSNK2A1_2,NCI-H522,Rep1,False,5.116586108382826,10.326242093702934,5.314281600968856,5.8165621469991775
AKT,EGFR,BT-20,Rep1,False,6.596214586751085,8.330059574048033,6.769560306716453,5.532784084586144
AKT,EGFR,BT-549,Rep1,False,-1.7702008404375347,-0.09774529179786669,-1.7823844338439332,-0.06244313138102022
AKT,EGFR,CAL-51,Rep1,False,-1.9515244711280675,-1.2571302682349532,-2.514993789838363,-1.0373404426736041
AKT,EGFR,DU-4475,Rep1,False,-0.9367417919783397,3.5307756410359357,-1.1046397554297942,3.7706913213841236
AKT,EGFR,HCC1143,Rep1,False,-1.7768752496274693,4.436098181932699,-1.7441118291308642,2.905234648428412
AKT,EGFR,HCC1187,Rep1,False,0.3768682761908476,0.2531426718843631,-0.15119313322983569,-2.3623221067166886
AKT,EGFR,HCC1937,Rep1,False,-1.139907413793909,6.514129706823318,-1.2510406719594935,5.846133789870194
AKT,EGFR,Hs-578-T,Rep1,False,-6.051442179963494,-5.389721800652877,-5.934383317677927,-6.274896423794535
AKT,EGFR,MDA-MB-157,Rep1,False,0.22277270324363072,2.007525814419634,0.14222248728180648,0.37594180103651714
AKT,EGFR,MDA-MB-436,Rep1,False,-1.5391202368368953,-0.2670007349246995,-2.6531984562676234,-0.6273814238421571
AKT,EGFR,MDA-MB-468,Rep1,False,4.61947413932969,9.686733388242596,4.137751948048611,8.742454003759855
AKT,EGFR,MFM-223,Rep1,False,-5.179007921790069,-4.337071741461981,-5.673141084987867,-4.798501101939584
AKT,ERBB,647-V,Rep1,False,-1.825525834876546,1.3952221131193017,-2.1445806329569286,-0.17527969011750333
AKT,ERBB,BFTC-905,Rep1,False,23.797088545665222,26.567046038605397,24.68818985095983,19.24442580599205
AKT,ERBB,BT-20,"Rep1, Rep2",True,3.7748969798011913,7.902649487183954,2.384188987357687,7.072742034737759
AKT,ERBB,CAL-120,Rep1,False,-1.694845927662059,1.055763858644664,0.19811132763534414,0.6551833880782887
AKT,ERBB,CAL-51,Rep1,False,1.3338893495347859,2.8572654437379557,1.0942102387431287,1.7288850236449316
AKT,ERBB,CAMA-1,"Rep1, Rep2",True,3.9971709915645297,3.754399580903567,5.024118784234308,3.79526846760227
AKT,ERBB,DU-4475,Rep1,False,2.6793312265988702,4.6125688876108475,3.7925099560750155,4.009367349429456
AKT,ERBB,HCC1143,Rep1,False,-5.856585851902195,5.672167528433889,-5.863049432519486,4.924821395391752
AKT,ERBB,HCC1395,"Rep1, Rep2",True,4.236491244065261,5.77888555175686,5.02368151019882,4.900423999979992
AKT,ERBB,HCC1419,Rep1,False,-0.7231364452155031,10.578944973399611,-0.7126615715049173,7.803490289439818
AKT,ERBB,HCC1428,Rep1,False,-3.8361298222701947,-1.992033499656582,-3.9584551920776097,-1.5463234877660823
